frame,cx,cy,w,h,yolo_conf,color_match,conf
1121,956.0,390.0,15.0,26.0,0.144,1.0,0.486
1128,969.0,409.0,20.0,37.0,0.145,0.765,0.393
1131,942.0,422.0,20.0,31.0,0.421,1.0,0.652
1132,926.0,430.0,20.0,32.0,0.447,1.0,0.668
1133,898.0,422.0,21.0,34.0,0.725,1.0,0.835
1133,398.0,351.0,17.0,28.0,0.121,0.914,0.438
1133,403.0,350.0,22.0,30.0,0.12,0.778,0.383
1134,878.0,429.0,22.0,34.0,0.571,1.0,0.743
1135,856.0,432.0,22.0,31.0,0.7,1.0,0.82
1136,833.0,437.0,21.0,33.0,0.837,1.0,0.902
1136,427.0,352.0,15.0,28.0,0.2,0.432,0.293
1137,814.0,440.0,23.0,35.0,0.712,1.0,0.827
1138,796.0,433.0,22.0,33.0,0.371,1.0,0.622
1138,466.0,348.0,16.0,25.0,0.25,0.728,0.441
1139,782.0,431.0,22.0,37.0,0.517,0.728,0.601
1139,493.0,342.0,14.0,26.0,0.164,0.605,0.34
1140,782.0,431.0,22.0,37.0,0.522,0.728,0.605
1140,493.0,342.0,14.0,26.0,0.179,0.605,0.349
1141,779.0,417.0,20.0,31.0,0.87,1.0,0.922
1142,785.0,404.0,21.0,31.0,0.847,0.975,0.898
1143,806.0,387.0,17.0,28.0,0.829,0.741,0.794
1144,821.0,379.0,17.0,28.0,0.778,1.0,0.867
1145,870.0,359.0,14.0,26.0,0.753,1.0,0.852
1156,1176.0,365.0,16.0,25.0,0.702,0.816,0.748
1157,1165.0,362.0,15.0,25.0,0.402,0.49,0.437
1158,1163.0,362.0,15.0,25.0,0.591,0.408,0.518
1159,1161.0,364.0,14.0,24.0,0.628,0.531,0.589
1160,1166.0,363.0,15.0,24.0,0.127,0.469,0.264
1168,1197.0,342.0,14.0,21.0,0.515,1.0,0.709
1169,1217.0,343.0,15.0,25.0,0.165,0.481,0.292
1170,1226.0,345.0,15.0,22.0,0.748,0.429,0.62
1171,1243.0,349.0,13.0,21.0,0.668,0.58,0.633
1172,1271.0,350.0,14.0,21.0,0.462,0.802,0.598
1180,1064.0,333.0,8.0,29.0,0.123,0.429,0.245
1217,1092.0,226.0,11.0,21.0,0.542,0.432,0.498
1218,1093.0,226.0,12.0,22.0,0.614,0.481,0.561
1238,375.0,241.0,11.0,15.0,0.175,0.667,0.372
1252,1144.0,331.0,9.0,17.0,0.263,0.449,0.337
1269,950.0,303.0,11.0,19.0,0.307,0.84,0.52
1269,837.0,318.0,17.0,23.0,0.11,0.429,0.237
1271,520.0,418.0,12.0,21.0,0.166,0.926,0.47
1272,1274.0,330.0,11.0,27.0,0.158,0.827,0.425
1274,1143.0,325.0,16.0,25.0,0.537,0.593,0.559
1275,1061.0,280.0,12.0,22.0,0.522,0.444,0.491
1275,1105.0,332.0,18.0,30.0,0.347,0.889,0.564
1276,837.0,341.0,13.0,28.0,0.534,0.556,0.543
1281,872.0,282.0,17.0,22.0,0.318,0.469,0.378
1285,774.0,281.0,12.0,20.0,0.29,0.827,0.505
1286,782.0,330.0,19.0,26.0,0.417,1.0,0.65
1287,230.0,284.0,13.0,22.0,0.107,0.857,0.407
1288,244.0,406.0,15.0,23.0,0.181,0.673,0.378
1289,1014.0,322.0,9.0,23.0,0.398,0.714,0.525
1290,666.0,282.0,17.0,24.0,0.733,0.951,0.82
1291,646.0,280.0,17.0,22.0,0.466,0.642,0.537
1292,637.0,279.0,16.0,24.0,0.284,0.457,0.353
1293,629.0,278.0,12.0,22.0,0.666,1.0,0.799
1294,627.0,274.0,17.0,26.0,0.192,1.0,0.515
1294,564.0,421.0,18.0,36.0,0.153,0.42,0.26
1295,632.0,276.0,10.0,17.0,0.267,0.864,0.506
1296,647.0,275.0,9.0,20.0,0.433,0.543,0.477
1296,822.0,391.0,16.0,26.0,0.253,0.938,0.527
1296,966.0,400.0,14.0,26.0,0.201,0.543,0.338
1299,888.0,309.0,13.0,20.0,0.12,0.429,0.243
1302,747.0,266.0,16.0,28.0,0.624,0.568,0.602
1303,774.0,259.0,13.0,22.0,0.8,0.753,0.781
1305,921.0,394.0,17.0,36.0,0.77,0.429,0.634
1305,913.0,337.0,17.0,27.0,0.102,0.469,0.249
1308,909.0,260.0,12.0,24.0,0.689,0.592,0.65
1309,934.0,405.0,14.0,24.0,0.308,0.889,0.54
1309,903.0,299.0,10.0,22.0,0.104,0.429,0.234
1310,903.0,292.0,10.0,19.0,0.337,0.667,0.469
1316,1031.0,298.0,13.0,21.0,0.622,0.429,0.545
1322,1046.0,306.0,14.0,22.0,0.362,0.593,0.454
1333,1206.0,559.0,17.0,25.0,0.205,0.975,0.513
1338,630.0,345.0,11.0,19.0,0.101,0.481,0.253
1342,697.0,259.0,10.0,18.0,0.361,0.457,0.399
1342,697.0,348.0,15.0,34.0,0.247,0.531,0.36
1343,834.0,366.0,11.0,19.0,0.216,0.469,0.317
1344,615.0,285.0,13.0,20.0,0.579,0.571,0.576
1346,631.0,332.0,16.0,29.0,0.442,0.592,0.502
1347,646.0,328.0,14.0,28.0,0.367,0.506,0.422
1348,666.0,352.0,9.0,20.0,0.489,0.605,0.536
1352,726.0,301.0,13.0,18.0,0.437,1.0,0.662
1352,597.0,271.0,14.0,16.0,0.436,0.852,0.602
1353,666.0,385.0,17.0,28.0,0.323,0.84,0.53
1359,666.0,335.0,18.0,25.0,0.328,0.673,0.466
1362,857.0,324.0,14.0,28.0,0.146,0.951,0.468
1362,838.0,245.0,10.0,17.0,0.104,0.42,0.23
1363,696.0,320.0,17.0,26.0,0.1,0.691,0.337
1364,869.0,469.0,13.0,19.0,0.17,1.0,0.502
1365,765.0,393.0,16.0,30.0,0.253,0.408,0.315
1365,696.0,223.0,13.0,17.0,0.156,0.429,0.265
1366,615.0,239.0,12.0,19.0,0.646,0.778,0.699
1367,954.0,266.0,15.0,24.0,0.129,0.432,0.25
1369,696.0,525.0,17.0,28.0,0.436,0.918,0.629
1369,807.0,189.0,18.0,31.0,0.391,0.429,0.406
1369,783.0,454.0,24.0,47.0,0.154,0.407,0.255
1370,660.0,435.0,13.0,25.0,0.466,0.852,0.62
1370,657.0,437.0,11.0,22.0,0.126,0.469,0.263
1372,791.0,369.0,20.0,38.0,0.238,0.449,0.322
1374,392.0,316.0,13.0,24.0,0.594,0.444,0.534
1375,586.0,416.0,19.0,32.0,0.609,0.449,0.545
1376,489.0,344.0,12.0,20.0,0.58,0.852,0.689
1376,628.0,241.0,19.0,25.0,0.461,0.889,0.632
1376,568.0,263.0,10.0,21.0,0.292,1.0,0.575
1377,487.0,333.0,15.0,22.0,0.119,0.778,0.383
1378,332.0,370.0,15.0,26.0,0.308,0.519,0.392
1379,460.0,321.0,17.0,29.0,0.552,0.494,0.529
1379,505.0,382.0,16.0,30.0,0.361,0.827,0.548
1379,296.0,372.0,13.0,26.0,0.3,0.592,0.417
1380,296.0,371.0,13.0,25.0,0.456,0.673,0.543
1380,460.0,321.0,16.0,27.0,0.365,0.444,0.397
1380,436.0,350.0,11.0,19.0,0.206,0.778,0.435
1381,312.0,423.0,15.0,26.0,0.178,1.0,0.507
1381,454.0,324.0,12.0,25.0,0.175,0.975,0.495
1383,396.0,278.0,16.0,25.0,0.246,0.568,0.375
1387,441.0,385.0,17.0,27.0,0.327,0.51,0.4
1391,568.0,401.0,15.0,23.0,0.234,0.469,0.328
1397,370.0,441.0,17.0,27.0,0.262,0.802,0.478
1398,375.0,444.0,16.0,27.0,0.297,0.926,0.548
1402,362.0,342.0,17.0,29.0,0.612,0.444,0.545
1404,773.0,326.0,15.0,27.0,0.262,0.408,0.321
1404,803.0,397.0,20.0,41.0,0.121,0.432,0.245
1405,822.0,402.0,18.0,34.0,0.202,0.568,0.348
1406,435.0,508.0,16.0,28.0,0.107,0.407,0.227
1407,357.0,310.0,12.0,21.0,0.451,0.408,0.434
1407,801.0,312.0,16.0,23.0,0.245,0.531,0.359
1408,358.0,305.0,14.0,25.0,0.683,0.963,0.795
1409,359.0,303.0,13.0,21.0,0.621,0.691,0.649
1409,519.0,367.0,15.0,26.0,0.607,0.63,0.616
1410,366.0,303.0,14.0,23.0,0.276,0.815,0.491
1410,366.0,308.0,12.0,22.0,0.18,1.0,0.508
1410,1005.0,569.0,15.0,29.0,0.122,0.531,0.285
1411,376.0,303.0,12.0,22.0,0.733,0.642,0.697
1412,390.0,304.0,13.0,22.0,0.778,0.878,0.818
1412,421.0,410.0,16.0,25.0,0.351,0.605,0.453
1412,420.0,414.0,17.0,34.0,0.118,0.543,0.288
1413,490.0,465.0,19.0,32.0,0.236,0.556,0.364
1414,500.0,458.0,18.0,32.0,0.453,1.0,0.672
1414,411.0,314.0,19.0,32.0,0.223,0.481,0.326
1416,458.0,309.0,16.0,27.0,0.197,0.592,0.355
1417,460.0,310.0,16.0,24.0,0.337,0.51,0.406
1417,534.0,462.0,13.0,24.0,0.118,0.551,0.291
1418,465.0,311.0,15.0,22.0,0.151,0.457,0.273
1418,747.0,413.0,22.0,36.0,0.103,0.63,0.314
1419,469.0,310.0,13.0,21.0,0.697,1.0,0.818
1420,472.0,310.0,15.0,25.0,0.357,0.852,0.555
1421,472.0,308.0,15.0,27.0,0.248,0.691,0.425
1422,471.0,307.0,15.0,26.0,0.554,0.51,0.537
1423,471.0,306.0,15.0,27.0,0.554,0.408,0.496
1423,996.0,697.0,14.0,27.0,0.43,0.951,0.638
1423,565.0,461.0,14.0,25.0,0.23,0.42,0.306
1424,471.0,306.0,15.0,26.0,0.645,0.667,0.654
1424,424.0,406.0,13.0,25.0,0.511,0.457,0.489
1425,471.0,306.0,15.0,26.0,0.701,0.667,0.687
1425,590.0,467.0,18.0,32.0,0.693,0.457,0.598
1425,423.0,403.0,14.0,22.0,0.61,0.918,0.733
1426,473.0,306.0,14.0,23.0,0.688,0.494,0.61
1426,423.0,402.0,13.0,21.0,0.68,0.408,0.571
1426,589.0,465.0,16.0,30.0,0.663,0.918,0.765
1427,477.0,309.0,16.0,25.0,0.575,0.975,0.735
1428,486.0,313.0,15.0,21.0,0.744,1.0,0.846
1428,425.0,402.0,16.0,23.0,0.529,0.704,0.599
1429,498.0,313.0,13.0,23.0,0.496,0.469,0.485
1429,576.0,460.0,18.0,29.0,0.194,0.408,0.28
1430,506.0,314.0,14.0,23.0,0.471,0.457,0.466
1430,696.0,369.0,16.0,23.0,0.135,0.444,0.259
1431,509.0,315.0,15.0,24.0,0.636,0.556,0.604
1432,425.0,407.0,16.0,27.0,0.479,0.494,0.485
1432,581.0,466.0,13.0,23.0,0.384,0.531,0.442
1432,524.0,314.0,16.0,22.0,0.274,0.827,0.495
1432,693.0,380.0,17.0,31.0,0.107,0.543,0.281
1432,997.0,691.0,14.0,23.0,0.106,0.408,0.227
1433,1004.0,689.0,14.0,30.0,0.65,0.551,0.61
1433,425.0,411.0,19.0,31.0,0.366,0.494,0.417
1433,584.0,465.0,13.0,25.0,0.297,0.469,0.366
1433,529.0,315.0,14.0,22.0,0.14,0.889,0.44
1434,533.0,317.0,14.0,22.0,0.664,0.914,0.764
1434,427.0,409.0,18.0,33.0,0.487,0.469,0.48
1434,1010.0,688.0,16.0,29.0,0.347,0.673,0.478
1435,1012.0,688.0,18.0,32.0,0.808,0.469,0.673
1435,541.0,318.0,16.0,26.0,0.336,0.728,0.493
1435,587.0,461.0,14.0,26.0,0.161,0.571,0.325
1436,424.0,406.0,12.0,29.0,0.479,0.852,0.628
1437,559.0,312.0,12.0,23.0,0.719,0.815,0.757
1437,423.0,405.0,12.0,26.0,0.406,0.827,0.574
1438,563.0,313.0,13.0,22.0,0.592,0.728,0.647
1438,424.0,409.0,12.0,30.0,0.538,0.407,0.486
1438,588.0,462.0,14.0,25.0,0.146,0.633,0.341
1439,566.0,315.0,13.0,24.0,0.696,1.0,0.818
1439,588.0,463.0,12.0,23.0,0.474,0.556,0.507
1439,423.0,413.0,14.0,28.0,0.384,0.617,0.477
1440,559.0,305.0,15.0,25.0,0.315,1.0,0.589
1440,582.0,464.0,11.0,21.0,0.298,0.408,0.342
1440,1274.0,323.0,10.0,27.0,0.285,0.432,0.344
1441,1075.0,621.0,16.0,27.0,0.86,0.975,0.906
1441,585.0,466.0,13.0,25.0,0.608,0.571,0.593
1442,1078.0,617.0,14.0,26.0,0.701,0.519,0.628
1442,698.0,469.0,21.0,26.0,0.671,0.901,0.763
1442,585.0,464.0,13.0,25.0,0.484,0.449,0.47
1443,751.0,442.0,23.0,29.0,0.849,1.0,0.91
1443,585.0,462.0,12.0,25.0,0.243,0.408,0.309
1445,581.0,462.0,13.0,25.0,0.618,0.816,0.697
1446,798.0,491.0,19.0,29.0,0.782,0.857,0.812
1446,580.0,464.0,13.0,26.0,0.502,0.494,0.499
1447,801.0,458.0,21.0,33.0,0.821,0.408,0.656
1448,795.0,495.0,17.0,28.0,0.774,0.878,0.816
1449,825.0,512.0,15.0,26.0,0.259,0.42,0.323
1449,469.0,333.0,17.0,21.0,0.149,0.63,0.341
1449,1080.0,602.0,16.0,27.0,0.133,0.49,0.276
1450,793.0,470.0,21.0,29.0,0.752,0.852,0.792
1451,800.0,450.0,23.0,34.0,0.831,0.776,0.809
1451,826.0,511.0,15.0,27.0,0.711,0.918,0.794
1452,804.0,461.0,22.0,34.0,0.828,0.728,0.788
1452,1083.0,600.0,14.0,26.0,0.73,0.571,0.667
1453,1084.0,599.0,15.0,27.0,0.753,0.714,0.737
1453,796.0,451.0,24.0,29.0,0.253,0.531,0.364
1453,822.0,513.0,16.0,28.0,0.103,0.571,0.291
1454,1082.0,597.0,15.0,25.0,0.75,0.429,0.621
1454,802.0,463.0,22.0,35.0,0.748,0.633,0.702
1455,1084.0,597.0,14.0,25.0,0.785,0.429,0.643
1455,828.0,512.0,17.0,30.0,0.724,0.667,0.701
1455,807.0,460.0,17.0,22.0,0.304,0.728,0.474
1456,1085.0,598.0,14.0,26.0,0.724,0.571,0.663
1456,829.0,512.0,16.0,30.0,0.562,0.667,0.604
1457,1085.0,598.0,15.0,26.0,0.672,0.857,0.746
1458,423.0,346.0,14.0,24.0,0.136,0.926,0.452
1459,822.0,498.0,12.0,23.0,0.132,0.667,0.346
1459,424.0,347.0,15.0,23.0,0.102,0.877,0.412
1461,1094.0,603.0,15.0,25.0,0.704,0.408,0.586
1461,831.0,513.0,16.0,29.0,0.455,0.605,0.515
1462,504.0,67.0,17.0,24.0,0.72,0.571,0.661
1462,1094.0,605.0,15.0,27.0,0.669,0.691,0.678
1462,423.0,400.0,11.0,22.0,0.605,0.667,0.63
1462,804.0,332.0,15.0,22.0,0.129,1.0,0.478
1463,1093.0,606.0,15.0,26.0,0.648,0.679,0.661
1463,423.0,402.0,11.0,23.0,0.646,0.667,0.654
1463,422.0,405.0,12.0,30.0,0.213,0.556,0.35
1464,423.0,404.0,11.0,27.0,0.718,0.667,0.698
1464,1094.0,609.0,16.0,26.0,0.585,0.84,0.687
1465,422.0,401.0,9.0,20.0,0.467,0.506,0.483
1466,650.0,363.0,18.0,28.0,0.813,1.0,0.888
1466,1091.0,609.0,15.0,26.0,0.765,0.506,0.661
1466,479.0,495.0,21.0,38.0,0.521,1.0,0.712
1466,421.0,402.0,9.0,21.0,0.162,0.642,0.354
1467,1092.0,609.0,16.0,26.0,0.778,0.691,0.744
1467,1274.0,326.0,11.0,26.0,0.254,0.802,0.474
1468,1093.0,608.0,16.0,25.0,0.648,0.864,0.735
1468,763.0,366.0,15.0,27.0,0.314,0.815,0.514
1469,1093.0,608.0,16.0,23.0,0.343,0.691,0.482
1471,714.0,404.0,18.0,25.0,0.826,0.49,0.692
1472,1147.0,527.0,14.0,28.0,0.673,0.79,0.72
1473,833.0,516.0,21.0,33.0,0.622,0.449,0.553
1473,890.0,371.0,12.0,26.0,0.581,0.429,0.52
1473,1146.0,515.0,13.0,29.0,0.265,1.0,0.559
1473,1274.0,324.0,11.0,28.0,0.158,0.593,0.332
1474,1274.0,324.0,11.0,28.0,0.245,0.58,0.379
1474,890.0,369.0,14.0,32.0,0.112,0.429,0.239
1475,432.0,346.0,20.0,26.0,0.476,0.63,0.537
1475,1108.0,623.0,17.0,27.0,0.397,0.531,0.45
1475,424.0,398.0,12.0,21.0,0.345,0.494,0.404
1475,875.0,431.0,17.0,29.0,0.137,0.429,0.254
1475,1275.0,325.0,10.0,28.0,0.109,0.568,0.292
1476,1108.0,623.0,16.0,26.0,0.443,0.612,0.511
1477,1107.0,623.0,16.0,26.0,0.417,0.429,0.422
1478,424.0,351.0,17.0,27.0,0.126,0.494,0.273
1481,1274.0,325.0,11.0,28.0,0.135,0.407,0.244
1482,1274.0,324.0,11.0,28.0,0.339,0.531,0.416
1483,1274.0,325.0,11.0,28.0,0.262,0.531,0.37
1484,1274.0,325.0,11.0,28.0,0.206,0.531,0.336
1485,1274.0,325.0,11.0,28.0,0.231,0.531,0.351
1486,1274.0,325.0,11.0,28.0,0.271,0.531,0.375
1487,1274.0,325.0,11.0,28.0,0.178,0.531,0.319
1488,1274.0,325.0,11.0,28.0,0.166,0.531,0.312
1489,518.0,487.0,14.0,28.0,0.327,1.0,0.596
1489,1274.0,325.0,11.0,28.0,0.167,0.531,0.312
1489,728.0,318.0,16.0,24.0,0.125,0.63,0.327
1490,1274.0,325.0,11.0,28.0,0.19,0.531,0.327
1491,1109.0,625.0,15.0,24.0,0.412,0.741,0.544
1491,1274.0,325.0,11.0,28.0,0.164,0.531,0.311
1492,1110.0,625.0,16.0,24.0,0.532,0.551,0.54
1492,1274.0,325.0,11.0,28.0,0.246,0.506,0.35
1492,521.0,304.0,15.0,30.0,0.192,0.444,0.293
1493,1110.0,625.0,16.0,24.0,0.445,0.551,0.487
1493,521.0,304.0,15.0,29.0,0.436,0.42,0.429
1493,1274.0,325.0,11.0,28.0,0.276,0.506,0.368
1494,1111.0,622.0,15.0,25.0,0.352,0.571,0.44
1494,521.0,305.0,15.0,28.0,0.285,0.531,0.383
1494,1274.0,325.0,11.0,28.0,0.195,0.506,0.319
1495,1110.0,619.0,15.0,24.0,0.681,0.633,0.662
1495,522.0,304.0,16.0,29.0,0.533,0.571,0.548
1495,1274.0,325.0,11.0,28.0,0.2,0.506,0.323
1496,1109.0,618.0,14.0,22.0,0.454,0.642,0.529
1496,1274.0,325.0,11.0,28.0,0.215,0.506,0.332
1496,874.0,433.0,15.0,34.0,0.165,0.408,0.262
1497,1111.0,615.0,14.0,23.0,0.517,0.642,0.567
1497,1274.0,325.0,11.0,30.0,0.272,0.506,0.366
1497,473.0,403.0,18.0,24.0,0.18,0.755,0.41
1498,1274.0,324.0,11.0,28.0,0.489,0.506,0.496
1498,1113.0,617.0,12.0,22.0,0.11,0.667,0.332
1499,1274.0,324.0,11.0,30.0,0.446,0.506,0.47
1499,539.0,369.0,15.0,23.0,0.1,0.49,0.256
1500,1274.0,323.0,11.0,29.0,0.438,0.531,0.475
1500,533.0,352.0,15.0,23.0,0.406,0.852,0.584
1500,1115.0,614.0,14.0,25.0,0.168,0.735,0.395
1501,429.0,402.0,16.0,22.0,0.501,0.408,0.464
1501,534.0,351.0,16.0,24.0,0.378,0.716,0.513
1501,1274.0,324.0,11.0,30.0,0.157,0.506,0.297
1502,534.0,351.0,16.0,25.0,0.573,0.975,0.734
1503,585.0,468.0,14.0,29.0,0.547,0.432,0.501
1503,530.0,353.0,15.0,24.0,0.367,0.926,0.591
1504,525.0,355.0,15.0,25.0,0.728,1.0,0.837
1504,873.0,431.0,13.0,26.0,0.446,0.914,0.633
1504,838.0,371.0,11.0,17.0,0.11,0.469,0.254
1505,525.0,355.0,15.0,26.0,0.596,1.0,0.758
1506,534.0,353.0,14.0,23.0,0.293,1.0,0.576
1507,537.0,352.0,15.0,23.0,0.396,0.926,0.608
1511,662.0,435.0,19.0,25.0,0.849,1.0,0.909
1512,767.0,460.0,25.0,30.0,0.325,0.901,0.555
1512,867.0,432.0,19.0,45.0,0.141,0.429,0.256
1517,788.0,491.0,20.0,30.0,0.5,0.633,0.553
1517,782.0,376.0,14.0,24.0,0.301,1.0,0.58
1518,791.0,475.0,22.0,34.0,0.82,1.0,0.892
1519,797.0,451.0,20.0,30.0,0.862,1.0,0.917
1520,798.0,513.0,16.0,25.0,0.274,0.49,0.36
1521,807.0,454.0,18.0,29.0,0.786,0.469,0.659
1521,1100.0,601.0,16.0,32.0,0.121,0.49,0.269
1522,783.0,458.0,19.0,28.0,0.199,0.755,0.422
1523,1092.0,608.0,17.0,27.0,0.486,0.408,0.455
1524,1093.0,610.0,17.0,26.0,0.156,0.429,0.265
1525,1090.0,612.0,19.0,28.0,0.541,0.469,0.513
1526,803.0,452.0,19.0,29.0,0.792,0.864,0.821
1526,1092.0,612.0,18.0,29.0,0.524,0.449,0.494
1527,798.0,454.0,19.0,26.0,0.384,0.778,0.542
1527,1093.0,608.0,17.0,29.0,0.309,0.469,0.373
1527,802.0,452.0,22.0,28.0,0.102,0.951,0.442
1528,789.0,466.0,27.0,34.0,0.279,0.714,0.453
1528,1094.0,607.0,15.0,29.0,0.12,0.556,0.294
1529,663.0,381.0,15.0,24.0,0.214,0.42,0.297
1531,698.0,401.0,14.0,27.0,0.607,0.469,0.552
1533,465.0,85.0,20.0,28.0,0.484,0.694,0.568
1533,740.0,492.0,20.0,23.0,0.154,0.753,0.394
1534,780.0,484.0,15.0,26.0,0.28,0.918,0.536
1534,1273.0,329.0,11.0,24.0,0.107,0.571,0.293
1535,1274.0,329.0,10.0,24.0,0.109,0.444,0.243
1536,1008.0,437.0,21.0,32.0,0.153,0.642,0.349
1537,997.0,589.0,15.0,24.0,0.217,0.857,0.473
1539,1005.0,508.0,13.0,33.0,0.191,0.531,0.327
1540,1004.0,507.0,13.0,34.0,0.127,0.633,0.329
1541,346.0,284.0,16.0,27.0,0.451,0.457,0.453
1541,440.0,335.0,12.0,23.0,0.156,0.741,0.39
1544,342.0,423.0,14.0,22.0,0.247,0.889,0.504
1546,732.0,422.0,19.0,24.0,0.332,1.0,0.599
1546,834.0,468.0,19.0,26.0,0.186,0.444,0.289
1548,860.0,355.0,16.0,25.0,0.403,0.679,0.513
1550,902.0,297.0,15.0,22.0,0.444,0.605,0.508
1550,731.0,402.0,14.0,22.0,0.172,0.51,0.307
1553,859.0,389.0,16.0,27.0,0.683,0.408,0.573
1554,805.0,258.0,11.0,22.0,0.112,0.673,0.337
1555,863.0,491.0,29.0,38.0,0.358,0.778,0.526
1556,791.0,365.0,17.0,30.0,0.615,0.716,0.655
1556,792.0,371.0,21.0,46.0,0.22,0.963,0.517
1556,883.0,499.0,23.0,44.0,0.19,1.0,0.514
1556,876.0,475.0,18.0,24.0,0.182,0.755,0.411
1557,914.0,519.0,14.0,25.0,0.113,0.444,0.246
1559,795.0,416.0,22.0,34.0,0.147,0.716,0.375
1560,879.0,470.0,18.0,32.0,0.572,0.735,0.637
1560,601.0,338.0,11.0,24.0,0.298,0.716,0.465
1563,774.0,374.0,14.0,24.0,0.448,0.51,0.473
1563,505.0,480.0,20.0,26.0,0.354,0.704,0.494
1563,842.0,308.0,12.0,22.0,0.304,0.79,0.498
1564,369.0,477.0,20.0,30.0,0.448,1.0,0.669
1565,294.0,478.0,22.0,31.0,0.568,1.0,0.741
1565,393.0,462.0,16.0,29.0,0.368,0.612,0.466
1565,700.0,342.0,15.0,21.0,0.105,0.408,0.226
1566,249.0,426.0,18.0,29.0,0.845,1.0,0.907
1566,309.0,417.0,12.0,22.0,0.162,0.49,0.293
1567,195.0,401.0,24.0,36.0,0.851,0.432,0.683
1567,403.0,371.0,20.0,37.0,0.368,1.0,0.621
1567,315.0,448.0,14.0,28.0,0.18,1.0,0.508
1567,282.0,400.0,15.0,23.0,0.134,0.691,0.357
1568,177.0,380.0,25.0,32.0,0.521,0.407,0.476
1569,226.0,422.0,17.0,27.0,0.465,0.704,0.56
1569,407.0,272.0,11.0,25.0,0.114,0.58,0.301
1570,225.0,421.0,17.0,27.0,0.453,0.654,0.534
1570,699.0,378.0,13.0,21.0,0.198,0.531,0.331
1572,491.0,516.0,20.0,27.0,0.813,1.0,0.888
1574,648.0,372.0,16.0,37.0,0.272,0.926,0.533
1574,405.0,410.0,13.0,23.0,0.254,0.704,0.434
1575,454.0,445.0,15.0,25.0,0.551,0.864,0.676
1576,375.0,491.0,16.0,24.0,0.661,0.778,0.707
1577,617.0,337.0,12.0,24.0,0.61,0.926,0.737
1577,695.0,357.0,14.0,18.0,0.166,0.633,0.353
1577,694.0,361.0,13.0,22.0,0.115,0.469,0.257
1578,376.0,378.0,15.0,28.0,0.794,0.654,0.738
1579,441.0,325.0,13.0,20.0,0.461,0.765,0.583
1580,725.0,349.0,24.0,26.0,0.194,0.988,0.512
1581,358.0,481.0,17.0,27.0,0.22,0.926,0.503
1583,472.0,370.0,18.0,20.0,0.473,1.0,0.684
1583,659.0,381.0,15.0,26.0,0.161,0.481,0.289
1585,819.0,302.0,11.0,18.0,0.11,0.901,0.426
1587,378.0,302.0,12.0,15.0,0.274,0.568,0.392
1588,389.0,283.0,15.0,22.0,0.213,0.531,0.34
1593,271.0,415.0,20.0,30.0,0.758,1.0,0.855
1594,295.0,438.0,12.0,28.0,0.178,0.444,0.285
1595,355.0,253.0,12.0,21.0,0.111,0.556,0.289
1596,382.0,512.0,18.0,31.0,0.321,0.653,0.454
1601,579.0,202.0,20.0,35.0,0.505,0.802,0.624
1601,801.0,621.0,23.0,35.0,0.489,1.0,0.693
1602,813.0,549.0,25.0,33.0,0.822,0.914,0.858
1602,200.0,304.0,14.0,26.0,0.493,0.429,0.467
1602,1036.0,356.0,17.0,28.0,0.278,0.469,0.355
1605,947.0,458.0,20.0,24.0,0.369,0.408,0.384
1607,968.0,347.0,14.0,27.0,0.506,0.63,0.555
1611,1011.0,320.0,13.0,23.0,0.498,0.877,0.649
1611,477.0,285.0,18.0,21.0,0.136,0.975,0.472
1614,486.0,481.0,13.0,25.0,0.251,0.481,0.343
1614,624.0,282.0,16.0,20.0,0.117,0.51,0.274
1617,761.0,361.0,18.0,32.0,0.351,0.432,0.383
1617,796.0,276.0,13.0,20.0,0.191,0.51,0.319
1621,387.0,351.0,15.0,27.0,0.526,0.617,0.563
1621,519.0,367.0,15.0,33.0,0.357,0.889,0.57
1621,410.0,531.0,16.0,30.0,0.18,0.959,0.492
1622,668.0,347.0,18.0,25.0,0.721,0.556,0.655
1623,363.0,354.0,16.0,25.0,0.334,0.716,0.487
1623,354.0,678.0,40.0,52.0,0.217,0.816,0.457
1633,616.0,240.0,12.0,18.0,0.308,0.802,0.506
1635,645.0,243.0,10.0,16.0,0.106,0.469,0.251
1637,709.0,272.0,15.0,24.0,0.813,0.612,0.733
1638,755.0,313.0,15.0,22.0,0.231,1.0,0.539
1638,663.0,334.0,14.0,19.0,0.152,0.857,0.434
1639,794.0,274.0,17.0,25.0,0.629,0.449,0.557
1639,600.0,222.0,14.0,21.0,0.182,0.673,0.379
1639,678.0,326.0,12.0,23.0,0.175,0.506,0.308
1641,817.0,351.0,19.0,29.0,0.11,0.852,0.407
1644,834.0,324.0,18.0,26.0,0.352,0.694,0.489
1644,836.0,325.0,20.0,32.0,0.191,0.408,0.278
1647,766.0,341.0,20.0,28.0,0.131,1.0,0.478
1648,770.0,364.0,21.0,27.0,0.164,0.49,0.294
1651,103.0,322.0,13.0,25.0,0.136,0.765,0.388
1652,194.0,336.0,14.0,20.0,0.134,1.0,0.48
1653,722.0,452.0,21.0,30.0,0.517,0.605,0.552
1654,748.0,395.0,15.0,27.0,0.813,0.864,0.833
1654,902.0,191.0,10.0,21.0,0.101,0.653,0.322
1655,750.0,403.0,21.0,28.0,0.805,0.704,0.764
1655,391.0,368.0,13.0,24.0,0.134,0.714,0.366
1655,764.0,353.0,12.0,19.0,0.119,0.778,0.383
